code_module,code_presentation,id_student,sum_click,date,studied_credits,num_of_prev_attempts,module_presentation_length,final_result
FFF,2013B,535662,3506,167,60,0,240,Pass
BBB,2014J,656197,2099,88,60,0,262,Pass
FFF,2013B,485768,2766,98,60,0,240,Pass
DDD,2013J,481863,206,17,120,0,261,Withdrawn
CCC,2014B,131145,4894,205,90,0,241,Distinction
DDD,2013B,475897,2607,159,120,0,240,Pass
EEE,2014B,2595665,1210,59,30,0,241,Pass
CCC,2014J,1478775,964,41,120,0,269,Pass
FFF,2013B,556880,1575,64,60,0,240,Fail
FFF,2013J,603848,1518,71,120,0,268,Withdrawn
DDD,2013J,169700,32,3,60,0,261,Fail
DDD,2013J,571451,1512,148,120,0,261,Pass
BBB,2013B,542260,234,14,60,0,240,Fail
FFF,2013B,139949,3610,140,60,0,240,Pass
AAA,2013J,172112,1939,135,60,0,268,Pass
DDD,2013J,604641,28,1,60,0,261,Fail
GGG,2014J,625530,1103,61,30,0,269,Pass
EEE,2014B,2359504,581,22,30,0,241,Fail
BBB,2014J,696152,1308,66,60,0,262,Pass
DDD,2013J,497994,14,8,90,1,261,Pass
CCC,2014B,1774071,1053,51,30,0,241,Withdrawn
DDD,2014B,570049,3092,172,180,1,241,Pass
FFF,2014B,583138,909,29,60,0,241,Withdrawn
DDD,2013B,2501768,2234,130,120,1,240,Pass
GGG,2014B,577000,167,17,60,1,241,Pass
DDD,2014J,596359,472,66,60,0,262,Pass
DDD,2013J,573780,326,30,120,0,261,Pass
BBB,2013J,564898,465,42,75,0,268,Distinction
BBB,2013B,533697,322,28,60,0,240,Withdrawn
FFF,2014J,692946,311,29,60,0,269,Fail
GGG,2014J,618253,484,27,30,0,269,Fail
FFF,2014J,642498,2963,120,60,0,269,Pass
GGG,2014B,631935,979,84,30,0,241,Pass
AAA,2013J,146188,597,32,60,0,268,Fail
BBB,2014B,619054,80,5,120,0,234,Withdrawn
FFF,2013J,304240,1117,51,90,0,268,Pass
FFF,2013J,395696,1672,40,60,0,268,Pass
FFF,2013J,591655,1341,65,90,0,268,Withdrawn
BBB,2014B,242390,137,23,60,1,234,Fail
DDD,2014B,617401,57,4,60,0,241,Withdrawn
DDD,2014J,1935155,2625,175,60,0,262,Pass
EEE,2014J,2173643,2015,111,60,0,269,Pass
DDD,2014B,611983,305,27,60,0,241,Fail
CCC,2014J,367815,248,19,120,0,269,Withdrawn
CCC,2014J,597948,518,16,60,0,269,Withdrawn
FFF,2013J,598215,3765,127,60,0,268,Pass
DDD,2013B,345568,228,21,60,0,240,Fail
EEE,2013J,572080,265,13,60,0,268,Fail
BBB,2013J,420724,225,16,60,1,268,Fail
BBB,2013B,502441,416,69,60,0,240,Distinction
BBB,2013B,544627,460,27,60,0,240,Withdrawn
EEE,2013J,571443,3472,109,60,0,268,Distinction
GGG,2014B,633448,35,7,30,0,241,Fail
CCC,2014J,2574909,368,23,30,0,269,Withdrawn
CCC,2014B,64296,633,24,60,0,241,Fail
DDD,2014J,2471673,324,45,100,0,262,Distinction
FFF,2014B,444574,3432,76,60,0,241,Fail
EEE,2013J,412911,908,62,60,0,268,Pass
EEE,2013J,173834,2378,120,30,0,268,Pass
BBB,2013J,589302,949,104,60,0,268,Pass
FFF,2013J,608422,2806,60,90,0,268,Pass
DDD,2013J,602783,3819,222,60,0,261,Pass
DDD,2014B,607705,67,5,60,0,241,Withdrawn
GGG,2014B,615425,375,32,30,0,241,Pass
BBB,2014J,635328,204,27,90,0,262,Fail
GGG,2014B,604901,586,32,30,0,241,Pass
BBB,2013J,492286,444,45,60,0,268,Pass
FFF,2014J,71159,5236,117,60,0,269,Pass
FFF,2014J,683305,1956,68,120,0,269,Pass
BBB,2013J,593875,1320,145,60,0,268,Distinction
CCC,2014J,675504,5639,115,90,0,269,Distinction
FFF,2014J,405193,6153,132,60,1,269,Pass
BBB,2013B,539303,636,42,60,0,240,Pass
CCC,2014B,472856,5,1,90,0,241,Withdrawn
DDD,2014J,698347,870,70,60,0,262,Fail
EEE,2014J,678310,448,31,120,0,269,Withdrawn
FFF,2013B,1436558,3058,134,60,0,240,Distinction
CCC,2014J,508295,240,22,150,0,269,Withdrawn
CCC,2014J,1638548,9,3,120,1,269,Withdrawn
BBB,2013B,536112,943,86,120,0,240,Pass
BBB,2013B,490152,1095,29,180,0,240,Fail
EEE,2014J,398019,1435,74,30,1,269,Fail
FFF,2013J,551277,1052,71,120,0,268,Pass
FFF,2013B,537133,1614,70,60,0,240,Withdrawn
BBB,2013B,515105,1292,86,60,0,240,Fail
DDD,2013B,354050,473,40,150,1,240,Fail
BBB,2013B,543180,721,38,60,0,240,Pass
CCC,2014J,556450,54,1,60,0,269,Fail
DDD,2014J,2639339,42,5,120,0,262,Withdrawn
EEE,2013J,1930644,547,43,90,0,268,Pass
GGG,2014B,394024,1371,92,30,0,241,Pass
FFF,2013B,510186,8702,149,180,1,240,Pass
DDD,2014J,575380,2785,141,60,0,262,Pass
CCC,2014B,629862,2876,112,90,0,241,Pass
DDD,2014J,445451,1190,113,90,1,262,Pass
GGG,2014B,628189,250,17,90,0,241,Fail
DDD,2013J,605266,3825,159,90,0,261,Pass
EEE,2014J,2599179,1915,132,90,0,269,Pass
DDD,2013J,600648,661,61,60,0,261,Withdrawn
BBB,2014J,651065,822,57,60,0,262,Pass
BBB,2014B,633560,547,29,60,0,234,Distinction
DDD,2013B,2279449,1660,140,60,0,240,Pass
FFF,2013J,475699,282,11,90,0,268,Withdrawn
BBB,2013B,541808,172,17,60,0,240,Pass
GGG,2013J,360683,422,19,30,0,261,Pass
BBB,2014J,682538,153,8,120,0,262,Withdrawn
CCC,2014B,431014,1030,29,90,0,241,Fail
FFF,2014J,171692,116,10,150,1,269,Withdrawn
CCC,2014J,594326,1293,102,60,1,269,Pass
DDD,2014J,595876,747,65,60,0,262,Pass
EEE,2014J,678419,1069,54,60,0,269,Pass
BBB,2013J,578676,240,27,60,0,268,Fail
FFF,2013J,533975,3071,147,60,0,268,Pass
EEE,2014J,432484,223,10,30,0,269,Withdrawn
FFF,2014J,2642532,1536,67,120,3,269,Pass
FFF,2013B,523940,7094,193,60,0,240,Distinction
EEE,2013J,610158,970,56,60,0,268,Pass
FFF,2014B,612535,2069,60,120,0,241,Distinction
BBB,2013J,497632,486,45,60,1,268,Pass
FFF,2013B,556251,2209,57,60,0,240,Pass
CCC,2014B,572036,1508,87,120,0,241,Pass
EEE,2013J,600945,2856,119,60,0,268,Pass
AAA,2013J,102952,1150,58,60,0,268,Pass
FFF,2014B,443007,4390,129,60,0,241,Pass
BBB,2013B,537434,2895,148,180,0,240,Pass
CCC,2014J,602585,9,5,60,1,269,Withdrawn
BBB,2014B,489198,141,9,120,0,234,Fail
DDD,2013J,578427,486,35,60,0,261,Withdrawn
FFF,2013B,556004,1812,45,120,0,240,Fail
FFF,2013B,269593,210,10,80,0,240,Fail
FFF,2013J,587611,2149,102,120,0,268,Pass
FFF,2014B,626231,3519,98,90,0,241,Pass
EEE,2014B,480928,385,23,150,0,241,Withdrawn
DDD,2014J,651579,286,40,60,0,262,Pass
BBB,2014J,695049,9,4,60,0,262,Pass
GGG,2013J,497278,619,51,30,0,261,Pass
BBB,2014J,643587,2270,82,60,0,262,Pass
GGG,2014B,481762,453,34,60,1,241,Pass
DDD,2014J,467893,1842,122,60,0,262,Pass
FFF,2013J,2226620,1320,37,145,0,268,Fail
FFF,2013J,499768,125,3,60,0,268,Withdrawn
BBB,2014J,646004,289,21,60,0,262,Withdrawn
DDD,2014J,569633,489,77,90,0,262,Pass
CCC,2014J,338731,5152,127,30,1,269,Fail
FFF,2014J,617150,1885,67,90,0,269,Withdrawn
DDD,2013J,572648,585,47,60,0,261,Fail
DDD,2013J,441885,776,50,60,1,261,Fail
GGG,2014J,343655,494,24,30,0,269,Fail
DDD,2013J,582954,5,2,120,0,261,Fail
AAA,2014J,596288,375,25,120,0,269,Pass
BBB,2013J,582963,6,1,120,0,268,Withdrawn
BBB,2014J,503663,160,8,60,0,262,Withdrawn
BBB,2013B,544989,829,43,60,0,240,Fail
BBB,2014J,2216778,1269,41,60,0,262,Pass
GGG,2013J,556523,452,48,30,0,261,Pass
FFF,2014B,571050,2656,91,60,0,241,Pass
FFF,2013B,2000491,3418,67,90,0,240,Pass
CCC,2014J,676150,10,4,60,0,269,Fail
FFF,2013J,566973,6842,229,60,0,268,Pass
AAA,2014J,199897,2135,134,60,0,269,Pass
FFF,2013J,439053,13,2,120,0,268,Withdrawn
CCC,2014J,685289,1154,24,90,0,269,Withdrawn
BBB,2014J,689095,1327,88,60,0,262,Pass
GGG,2014J,2214722,410,21,30,0,269,Withdrawn
FFF,2014B,621580,3695,92,60,0,241,Pass
EEE,2013J,2641364,7324,144,60,0,268,Pass
CCC,2014B,624126,469,14,60,0,241,Withdrawn
BBB,2014J,32327,699,30,60,2,262,Withdrawn
BBB,2013J,2545488,464,31,60,1,268,Withdrawn
FFF,2014B,625191,3030,126,90,0,241,Distinction
AAA,2014J,628088,519,22,60,0,269,Withdrawn
BBB,2013B,497278,235,15,60,0,240,Withdrawn
FFF,2014B,268845,1195,67,120,0,241,Withdrawn
CCC,2014B,573377,1047,59,60,0,241,Pass
DDD,2013B,287526,737,52,60,1,240,Withdrawn
BBB,2013B,557968,468,45,70,0,240,Distinction
FFF,2013B,547876,299,12,60,0,240,Withdrawn
CCC,2014J,624860,239,18,30,0,269,Withdrawn
GGG,2014B,615300,201,22,30,0,241,Pass
CCC,2014J,494911,59,7,30,0,269,Withdrawn
DDD,2013B,396633,2213,120,60,0,240,Fail
CCC,2014J,358578,269,14,90,0,269,Withdrawn
BBB,2014J,650161,843,67,60,0,262,Distinction
FFF,2013J,586891,3071,146,120,0,268,Pass
DDD,2014B,2588543,1252,88,60,2,241,Fail
FFF,2013J,382125,20,1,90,1,268,Withdrawn
DDD,2013J,576453,2201,148,90,0,261,Distinction
FFF,2014B,613447,376,11,120,0,241,Fail
EEE,2014J,643644,42,4,60,0,269,Fail
AAA,2013J,116541,1886,108,60,0,268,Pass
EEE,2014B,522525,3916,190,60,0,241,Pass
CCC,2014J,2326041,1500,27,60,0,269,Withdrawn
CCC,2014J,633914,2472,129,60,0,269,Pass
DDD,2013B,499056,1207,98,120,0,240,Pass
FFF,2013J,571575,245,14,150,0,268,Withdrawn
BBB,2014B,629040,367,22,60,0,234,Withdrawn
DDD,2013J,594081,401,52,120,0,261,Withdrawn
DDD,2014J,2681782,86,8,120,0,262,Withdrawn
BBB,2013J,606797,20,3,60,0,268,Withdrawn
DDD,2014B,374645,542,69,160,0,241,Pass
DDD,2013J,574860,19,2,60,0,261,Withdrawn
GGG,2014J,627809,44,4,30,1,269,Fail
CCC,2014B,1561431,1413,96,60,0,241,Fail
DDD,2014J,650515,302,40,120,0,262,Withdrawn
GGG,2013J,590046,817,33,30,0,261,Distinction
AAA,2013J,324282,133,38,120,0,268,Pass
BBB,2013J,604356,976,68,60,0,268,Pass
DDD,2014B,493296,494,38,60,2,241,Fail
DDD,2014J,563453,1279,107,60,0,262,Pass
GGG,2013J,588289,666,64,30,0,261,Distinction
DDD,2013J,557247,325,13,60,1,261,Withdrawn
DDD,2014J,2533609,277,29,60,0,262,Withdrawn
FFF,2013B,350660,5029,156,60,0,240,Pass
CCC,2014B,574551,310,21,90,0,241,Fail
BBB,2014J,564278,2405,120,120,0,262,Pass
GGG,2014J,2508153,598,46,30,0,269,Pass
EEE,2014B,591398,1681,78,60,1,241,Distinction
BBB,2014J,688398,187,10,60,0,262,Fail
CCC,2014J,523762,728,93,120,0,269,Pass
GGG,2014B,614892,1309,72,30,0,241,Pass
CCC,2014J,1674799,1963,110,60,0,269,Pass
DDD,2013J,596845,1551,138,60,0,261,Pass
DDD,2013J,574819,1267,99,120,0,261,Fail
DDD,2013B,506056,401,33,120,0,240,Fail
DDD,2014B,1671761,856,84,60,0,241,Fail
EEE,2013J,416420,2955,110,30,0,268,Pass
CCC,2014J,565883,829,24,30,1,269,Withdrawn
FFF,2014B,582553,1326,66,300,0,241,Fail
CCC,2014B,128510,413,35,180,0,241,Withdrawn
BBB,2014B,558595,286,32,60,0,234,Pass
FFF,2014J,681354,1157,43,60,0,269,Pass
DDD,2014J,696937,135,11,60,0,262,Fail
FFF,2013B,2054019,2302,79,90,0,240,Pass
EEE,2013J,502833,363,24,90,0,268,Fail
DDD,2013B,2375123,315,30,60,0,240,Withdrawn
GGG,2014B,594908,75,10,60,1,241,Fail
GGG,2014B,603064,1595,96,30,0,241,Fail
DDD,2013J,415151,322,31,180,1,261,Withdrawn
FFF,2014B,628725,756,27,90,0,241,Fail
GGG,2014J,677216,232,13,30,0,269,Distinction
FFF,2014J,632179,458,17,90,1,269,Withdrawn
FFF,2013B,554558,7222,219,60,0,240,Distinction
BBB,2014B,321346,596,37,120,0,234,Pass
DDD,2014J,590340,3352,163,70,0,262,Distinction
FFF,2013B,502512,2312,113,180,1,240,Pass
FFF,2013J,566675,88,6,60,0,268,Withdrawn
DDD,2013J,575213,153,16,60,0,261,Withdrawn
FFF,2013J,574683,266,7,120,0,268,Fail
BBB,2014J,656217,215,23,60,0,262,Pass
DDD,2014J,640982,1119,95,60,0,262,Pass
FFF,2013J,558484,6286,132,60,0,268,Pass
BBB,2014B,582742,501,53,120,0,234,Fail
FFF,2013J,568774,4731,130,120,0,268,Pass
DDD,2013J,588293,1629,157,60,0,261,Pass
FFF,2014J,572213,2646,86,60,1,269,Distinction
BBB,2013B,550963,674,47,60,0,240,Pass
GGG,2014J,645157,515,28,30,0,269,Pass
FFF,2014J,2559144,1530,64,120,0,269,Pass
DDD,2013B,2238679,118,17,60,1,240,Fail
GGG,2013J,584712,51,10,30,0,261,Fail
DDD,2013J,2547032,181,17,60,1,261,Withdrawn
BBB,2013B,392281,580,40,120,0,240,Withdrawn
BBB,2014B,625578,136,11,60,0,234,Withdrawn
AAA,2014J,2375975,4298,166,60,0,269,Pass
FFF,2014B,498636,19,4,120,2,241,Fail
EEE,2014B,622315,155,7,30,0,241,Withdrawn
FFF,2014B,606976,1333,59,60,0,241,Pass
EEE,2013J,567950,2061,85,60,0,268,Fail
DDD,2014J,567285,1405,113,60,1,262,Pass
BBB,2013J,556427,141,20,60,0,268,Withdrawn
CCC,2014J,644848,473,16,120,0,269,Fail
FFF,2013J,610099,3123,125,120,0,268,Pass
AAA,2014J,6516,2791,159,60,0,269,Pass
DDD,2014B,309756,777,61,150,2,241,Fail
GGG,2013J,80448,350,25,30,0,261,Withdrawn
BBB,2014J,498841,409,24,180,1,262,Pass
EEE,2014J,441895,1213,42,30,0,269,Pass
GGG,2014J,646152,42,5,30,0,269,Fail
FFF,2014B,622701,2332,142,90,0,241,Pass
DDD,2014J,371019,725,122,60,0,262,Pass
EEE,2014B,410810,1367,86,100,0,241,Pass
GGG,2013J,122636,110,18,30,0,261,Fail
EEE,2014J,655794,2461,109,60,0,269,Distinction
DDD,2014B,625098,358,22,60,0,241,Fail
BBB,2013J,340965,439,36,60,0,268,Pass
DDD,2013B,558806,993,69,60,0,240,Pass
FFF,2014B,108822,7427,158,60,0,241,Distinction
CCC,2014J,629096,1330,49,60,0,269,Fail
EEE,2014B,628910,2597,139,30,0,241,Pass
CCC,2014B,599542,334,15,90,0,241,Fail
DDD,2013B,394979,1180,86,60,0,240,Pass
FFF,2014J,695637,2939,156,120,0,269,Distinction
BBB,2013J,587194,92,11,60,0,268,Fail
CCC,2014J,2257740,3687,120,90,0,269,Pass
DDD,2013B,272313,122,8,120,2,240,Withdrawn
BBB,2014J,2698588,605,46,120,0,262,Distinction
CCC,2014J,690631,3,1,240,0,269,Withdrawn
FFF,2014B,278155,5949,200,90,0,241,Distinction
BBB,2013J,2656860,269,26,120,3,268,Withdrawn
FFF,2013B,557891,4236,96,60,0,240,Pass
EEE,2014J,688133,3998,228,60,0,269,Distinction
EEE,2013J,502393,2458,114,60,0,268,Pass
CCC,2014J,646481,1487,72,60,0,269,Pass
DDD,2014J,622555,563,63,60,0,262,Distinction
FFF,2013J,508326,1012,46,60,0,268,Fail
BBB,2014B,628301,782,48,60,0,234,Distinction
BBB,2013J,594693,618,75,120,0,268,Distinction
FFF,2014J,642872,7248,217,90,0,269,Pass
FFF,2014J,494046,3014,117,60,2,269,Pass
BBB,2013B,556553,598,38,60,0,240,Pass
AAA,2014J,158707,4746,98,60,0,269,Withdrawn
FFF,2014J,580459,3397,105,60,0,269,Pass
FFF,2014B,633238,3882,142,60,0,241,Pass
FFF,2013B,424544,2323,68,210,0,240,Fail
BBB,2013B,2685831,840,110,60,0,240,Pass
CCC,2014B,632571,399,37,30,0,241,Pass
CCC,2014B,336398,1719,121,60,0,241,Distinction
FFF,2014J,676194,1,1,60,0,269,Withdrawn
FFF,2013J,605993,3251,96,90,0,268,Fail
DDD,2014B,592220,248,18,120,1,241,Fail
DDD,2013J,2296163,2272,209,120,0,261,Pass
FFF,2014B,574815,346,13,180,1,241,Withdrawn
FFF,2014B,2322813,17,2,60,0,241,Withdrawn
FFF,2014B,260062,1201,29,150,1,241,Pass
BBB,2014J,2511519,1156,78,60,0,262,Distinction
FFF,2014B,501302,687,30,60,1,241,Fail
FFF,2013B,532575,307,19,120,0,240,Withdrawn
BBB,2014J,682364,98,10,60,0,262,Withdrawn
FFF,2014J,646313,3706,81,60,0,269,Pass
FFF,2013J,580702,787,44,120,0,268,Pass
CCC,2014B,571025,1431,51,60,0,241,Withdrawn
CCC,2014B,623421,540,36,60,0,241,Pass
BBB,2013J,564268,665,43,90,0,268,Pass
AAA,2014J,383723,7532,237,60,0,269,Pass
CCC,2014J,684669,3488,148,90,0,269,Pass
DDD,2013B,466216,2387,194,90,0,240,Distinction
FFF,2013J,601080,88,4,60,0,268,Fail
BBB,2013B,560117,225,29,60,0,240,Withdrawn
BBB,2014J,638575,17,3,120,0,262,Withdrawn
CCC,2014B,616407,907,36,60,0,241,Withdrawn
BBB,2013J,243909,42,7,60,0,268,Fail
GGG,2014J,675242,702,44,30,0,269,Pass
BBB,2014B,635761,165,11,60,0,234,Pass
EEE,2014J,302363,543,14,30,0,269,Withdrawn
BBB,2013J,582650,795,46,60,0,268,Pass
DDD,2013B,559474,1058,82,60,0,240,Pass
FFF,2013B,1966591,5898,134,60,0,240,Distinction
BBB,2014B,1560989,284,24,60,0,234,Withdrawn
DDD,2013J,592093,1185,141,90,0,261,Pass
CCC,2014J,1461795,324,17,30,0,269,Fail
DDD,2014J,557237,1192,133,120,1,262,Pass
CCC,2014J,682414,247,15,120,0,269,Withdrawn
FFF,2014J,624282,4096,103,60,0,269,Distinction
BBB,2013J,507016,398,74,90,0,268,Pass
DDD,2014B,385947,506,35,60,0,241,Withdrawn
EEE,2014J,653661,31,1,30,0,269,Fail
DDD,2014B,627616,208,11,60,0,241,Withdrawn
BBB,2013J,594015,442,54,120,0,268,Pass
BBB,2013J,606465,218,28,60,0,268,Pass
FFF,2014J,683273,41,10,120,0,269,Fail
FFF,2013B,430870,567,23,120,1,240,Fail
FFF,2013J,2345900,5351,118,60,0,268,Distinction
EEE,2014B,632700,1759,103,30,0,241,Pass
DDD,2013B,465843,2441,149,60,1,240,Distinction
EEE,2014J,525217,1913,84,60,0,269,Pass
BBB,2014J,653597,304,33,60,0,262,Fail
DDD,2013J,496154,88,6,60,0,261,Withdrawn
CCC,2014B,83453,382,13,30,0,241,Withdrawn
DDD,2013B,335264,264,5,60,0,240,Withdrawn
BBB,2014J,689662,1559,71,60,0,262,Pass
CCC,2014J,335914,98,12,30,0,269,Withdrawn
CCC,2014J,585154,2275,61,60,0,269,Pass
EEE,2013J,259662,6917,230,120,0,268,Pass
BBB,2013B,547165,371,20,60,0,240,Fail
DDD,2014J,647488,800,113,60,0,262,Fail
FFF,2013B,478337,3185,106,90,0,240,Pass
BBB,2013J,586742,332,31,120,0,268,Pass
FFF,2014J,682505,1,1,60,0,269,Withdrawn
CCC,2014J,598751,600,46,30,0,269,Pass
FFF,2014B,410666,1992,76,120,3,241,Fail
EEE,2013J,575047,1341,42,60,0,268,Pass
EEE,2013J,485898,3593,147,60,0,268,Pass
FFF,2013J,2364905,1611,19,60,1,268,Fail
DDD,2013B,467294,688,39,60,0,240,Pass
FFF,2014J,594229,3707,82,60,0,269,Pass
BBB,2013J,604161,36,1,120,0,268,Withdrawn
FFF,2013B,533929,4537,143,90,0,240,Distinction
BBB,2014J,651089,881,57,120,0,262,Withdrawn
DDD,2013B,347210,175,9,90,0,240,Withdrawn
CCC,2014J,638771,3893,191,60,0,269,Pass
GGG,2014J,678004,728,49,30,0,269,Pass
BBB,2013J,596100,68,7,60,0,268,Withdrawn
CCC,2014J,616407,1,1,60,1,269,Withdrawn
AAA,2013J,705379,5680,226,120,0,268,Distinction
CCC,2014B,594246,175,10,60,0,241,Fail
GGG,2014B,628870,636,38,30,0,241,Pass
DDD,2014B,630401,910,48,60,0,241,Withdrawn
DDD,2014J,123053,342,52,120,1,262,Withdrawn
FFF,2014B,616646,2353,77,60,0,241,Pass
AAA,2013J,1035023,1896,150,60,0,268,Pass
FFF,2014B,625977,2504,75,60,0,241,Fail
CCC,2014B,349069,91,4,60,0,241,Fail
BBB,2014J,695654,277,25,60,0,262,Pass
CCC,2014J,513969,283,32,120,1,269,Pass
EEE,2014J,646903,1366,63,60,0,269,Pass
EEE,2014B,613501,2011,89,60,0,241,Pass
EEE,2014J,657002,1429,107,60,0,269,Distinction
BBB,2013B,548504,429,67,120,0,240,Distinction
CCC,2014J,556645,2626,132,60,1,269,Fail
FFF,2013J,607135,523,19,90,0,268,Fail
FFF,2014J,656579,5876,95,60,0,269,Distinction
CCC,2014B,2202076,300,16,90,0,241,Withdrawn
DDD,2014B,595373,408,34,60,0,241,Fail
BBB,2014B,619330,266,16,60,0,234,Withdrawn
BBB,2014B,623001,37,7,60,0,234,Withdrawn
DDD,2014B,625080,243,18,60,0,241,Withdrawn
FFF,2013B,477185,4123,149,120,0,240,Pass
BBB,2013B,179605,167,10,60,0,240,Withdrawn
EEE,2014J,331622,11,1,150,0,269,Withdrawn
DDD,2014B,2450650,2191,100,60,0,241,Pass
DDD,2014B,505854,620,83,60,0,241,Withdrawn
FFF,2014B,629735,47,6,60,0,241,Withdrawn
DDD,2014B,625902,183,22,60,0,241,Withdrawn
DDD,2014J,579386,920,79,60,0,262,Pass
CCC,2014J,675111,1521,108,60,0,269,Pass
BBB,2014B,522087,389,34,60,0,234,Distinction
BBB,2014B,625124,973,63,60,0,234,Fail
FFF,2014B,629414,2925,112,90,0,241,Pass
GGG,2014B,620522,293,19,30,0,241,Pass
EEE,2014B,267961,1056,46,60,1,241,Fail
CCC,2014J,632700,198,12,60,0,269,Withdrawn
FFF,2014J,589441,563,28,90,1,269,Withdrawn
BBB,2014B,573108,989,34,120,0,234,Withdrawn
AAA,2014J,75255,950,79,120,0,269,Pass
GGG,2014J,643970,707,48,30,0,269,Pass
CCC,2014B,62278,1037,79,40,0,241,Fail
BBB,2014B,611475,292,30,60,0,234,Pass
GGG,2014J,688658,90,6,30,0,269,Withdrawn
BBB,2013J,588265,518,20,60,0,268,Pass
CCC,2014B,604571,446,33,120,0,241,Pass
FFF,2014J,581779,3001,107,60,0,269,Pass
BBB,2013J,603440,694,62,120,0,268,Pass
FFF,2013J,555691,1,1,210,0,268,Withdrawn
FFF,2014B,1744817,4415,169,60,0,241,Distinction
BBB,2013J,484301,768,82,60,0,268,Pass
EEE,2014J,346093,3210,83,30,0,269,Pass
FFF,2014B,622096,1663,79,60,0,241,Distinction
CCC,2014B,251385,3722,119,60,0,241,Distinction
EEE,2014J,190780,1962,101,120,0,269,Pass
FFF,2014J,389853,559,48,60,1,269,Withdrawn
BBB,2013B,514365,57,2,60,0,240,Withdrawn
EEE,2014J,644064,85,1,60,0,269,Withdrawn
BBB,2013J,235258,15,1,210,0,268,Withdrawn
FFF,2013J,598761,6922,183,120,0,268,Distinction
FFF,2013J,2356049,19,3,60,0,268,Withdrawn
FFF,2014J,653773,4521,134,60,0,269,Pass
FFF,2014J,553813,1951,58,60,1,269,Pass
BBB,2013B,532000,201,8,120,1,240,Withdrawn
FFF,2014J,653988,391,12,120,0,269,Fail
FFF,2014B,586917,4401,128,60,0,241,Pass
FFF,2013J,349676,11267,242,60,0,268,Pass
FFF,2013J,597747,3063,104,90,0,268,Fail
BBB,2014J,651974,127,6,120,0,262,Withdrawn
AAA,2014J,2369415,729,67,60,0,269,Pass
DDD,2013J,290371,254,19,90,0,261,Withdrawn
CCC,2014J,637708,2265,73,120,0,269,Distinction
BBB,2014B,635244,1015,78,60,0,234,Pass
EEE,2013J,324332,2195,116,60,0,268,Pass
BBB,2013J,593299,234,20,60,0,268,Fail
AAA,2014J,431025,300,22,150,0,269,Fail
FFF,2013B,203442,53,2,120,0,240,Withdrawn
EEE,2013J,574507,1043,47,30,0,268,Pass
GGG,2014B,634258,1005,60,30,0,241,Distinction
FFF,2013B,508830,3079,93,120,0,240,Pass
FFF,2014B,592939,786,62,240,1,241,Withdrawn
FFF,2013B,478279,2649,61,60,0,240,Pass
BBB,2014J,576923,1615,144,60,0,262,Pass
DDD,2014J,226895,6,4,150,1,262,Pass
DDD,2014J,379336,2791,173,120,0,262,Pass
FFF,2014J,590462,541,43,120,1,269,Withdrawn
BBB,2013J,513076,216,23,120,0,268,Fail
BBB,2014J,678246,1002,36,180,0,262,Pass
BBB,2013J,383571,526,64,120,0,268,Distinction
BBB,2013J,2226301,380,55,60,1,268,Pass
EEE,2013J,387537,941,36,30,0,268,Pass
FFF,2014J,113702,1936,63,60,0,269,Withdrawn
EEE,2014B,531845,352,13,30,0,241,Fail
GGG,2014B,604504,570,52,30,0,241,Distinction
DDD,2013J,179718,1197,82,150,2,261,Fail
EEE,2014J,506618,206,18,240,1,269,Withdrawn
BBB,2014J,520024,102,10,60,1,262,Pass
CCC,2014J,675915,1363,66,150,0,269,Fail
FFF,2013J,566135,1890,86,60,0,268,Pass
EEE,2014B,366424,1964,116,135,0,241,Pass
FFF,2014B,629867,196,8,60,0,241,Fail
BBB,2014J,678801,27,3,60,0,262,Withdrawn
BBB,2014J,655572,212,16,60,0,262,Fail
BBB,2014J,645183,111,13,60,0,262,Withdrawn
GGG,2014J,416700,770,56,30,0,269,Distinction
EEE,2014J,611971,899,48,60,1,269,Withdrawn
GGG,2014J,697328,431,35,30,0,269,Pass
AAA,2013J,2566592,1359,82,60,0,268,Pass
CCC,2014J,657048,556,58,120,0,269,Withdrawn
DDD,2013B,491106,978,69,60,0,240,Pass
DDD,2013B,292741,19,2,90,0,240,Fail
FFF,2014B,603163,2148,90,60,0,241,Pass
EEE,2014B,616831,1269,80,60,0,241,Distinction
FFF,2014J,680938,207,9,180,0,269,Withdrawn
BBB,2014B,352009,16,5,60,0,234,Fail
FFF,2013J,606167,3204,108,60,0,268,Pass
CCC,2014J,629696,1496,42,60,1,269,Distinction
DDD,2013J,33897,322,5,60,0,261,Withdrawn
BBB,2014B,627427,175,16,60,0,234,Withdrawn
FFF,2014B,362661,2040,59,90,0,241,Pass
FFF,2014J,535997,949,37,120,0,269,Withdrawn
EEE,2014J,676025,32,2,60,0,269,Withdrawn
BBB,2014J,590668,870,62,120,1,262,Pass
DDD,2014J,676538,604,88,150,0,262,Pass
FFF,2013J,496801,1879,53,60,0,268,Fail
GGG,2014B,599467,479,45,60,1,241,Pass
EEE,2013J,401011,1722,76,30,0,268,Pass
BBB,2013J,613164,163,18,60,0,268,Distinction
BBB,2013J,485772,686,98,60,0,268,Fail
BBB,2014B,2351235,126,10,60,0,234,Withdrawn
CCC,2014B,328261,197,17,30,0,241,Fail
BBB,2014J,625666,1224,51,60,0,262,Pass
FFF,2014J,598540,6030,168,90,0,269,Pass
AAA,2013J,2011876,1401,81,60,0,268,Pass
